No,compound,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,Space Group No.,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Tc_real,MagnetizationDensity
3426,Ho1Fe4P12,3,0.746386914,0.714624402,0.706462938,0.705928456,0.705883548,20.64705882,52,7.972318339,67,15,15,73.47058824,50,13.4532872,83,33,83,44.70561553,133.956558,19.38614616,164.93032,30.973762,30.973762,752.8588235,1493.7,614.9065744,1811,317.3,317.3,12.64705882,12,3.321799308,15,3,15,3.411764706,3,0.581314879,6,3,3,117.8823529,85,15.3633218,192,107,107,2.048823529,0.96,0.199307958,2.19,1.23,2.19,2,0,0,2,2,2,2.117647059,3,1.24567474,3,0,3,1.411764706,6,2.15916955,6,0,0,0.647058824,11,1.21799308,11,0,0,6.176470588,8,1.660899654,13,5,5,0,0,0,0,0,0,2.117647059,3,1.24567474,3,0,3,0.941176471,4,1.439446367,4,0,0,0.176470588,3,0.332179931,3,0,0,3.235294118,1,0.359861592,4,3,3,20.26448179,20.00333333,4.486814961,30.73333333,10.73,22.5702381,1.147058824,1.625,0.674740484,1.625,0,1.625,0.496626541,2.1106628,0.759546475,2.1106628,0,0,204,0.323809524,0.342857143,0.228571429,0.104761905,0,0.205784147,0.030062012,5,0
3427,Ho1Fe5P3,3,0.657342198,0.594275693,0.563972195,0.55775206,0.555890574,26.88888889,52,8.913580247,67,15,26,61.88888889,50,14.07407407,83,33,55,59.67517844,133.956558,23.39003146,164.93032,30.973762,55.845,1305.988889,1493.7,659.1259259,1811,317.3,1811,9.777777778,12,3.481481481,15,3,8,3.888888889,3,0.592592593,6,3,4,130.3333333,85,15.55555556,192,107,132,1.883333333,0.96,0.204444444,2.19,1.23,1.83,2,0,0,2,2,2,1,3,1.333333333,3,0,0,3.333333333,6,2.962962963,6,0,6,1.222222222,11,2.172839506,11,0,0,7.555555556,8,1.703703704,13,5,8,0,0,0,0,0,0,1,3,1.333333333,3,0,0,2.222222222,4,1.975308642,4,0,4,0.333333333,3,0.592592593,3,0,0,3.555555556,1,0.49382716,4,3,4,16.89933862,20.00333333,6.854820694,30.73333333,10.73,10.73,0.541666667,1.625,0.722222222,1.625,0,0,1.172590444,2.1106628,1.042302617,2.1106628,0,2.1106628,62,0.264705882,0.132352941,0.441176471,0.161764706,0,0.205784147,0.037676732,2,17.61008685
3429,Ho1Fe10Si2,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,27.30769231,53,6.106508876,67,14,26,56.84615385,45,6.50887574,78,33,55,59.96548615,136.84482,16.14843598,164.93032,28.0855,55.845,1787,124,36.92307692,1811,1687,1811,8.538461538,11,1.680473373,14,3,8,4,3,0.307692308,6,3,4,133.3846154,81,9.017751479,192,111,132,1.794615385,0.67,0.086863905,1.9,1.23,1.83,2,0,0,2,2,2,0.307692308,2,0.520710059,2,0,0,4.615384615,6,2.130177515,6,0,6,0.846153846,11,1.562130178,11,0,0,7.769230769,9,1.159763314,13,4,8,0,0,0,0,0,0,0.615384615,4,1.041420118,4,0,0,3.076923077,4,1.420118343,4,0,4,0.230769231,3,0.426035503,3,0,0,3.923076923,1,0.142011834,4,3,4,13.7625641,20.00333333,4.665483235,30.73333333,10.73,10.73,0.118923077,0.773,0.201254438,0.773,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.257425743,0.03960396,0.594059406,0.108910891,0,0.10615688,0.012988011,566,87.2235631
3432,Ho1Mn1Al1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,35,54,21.33333333,67,13,35,52.66666667,40,13.55555556,73,33,52.66666667,82.2833012,137.9487814,55.09801253,164.93032,26.9815386,82.2833012,1399.823333,813.53,310.9022222,1747,933.47,1399.823333,7.666666667,10,3.555555556,13,3,7.666666667,4.333333333,3,1.111111111,6,3,4.333333333,150.6666667,71,27.55555556,192,121,150.6666667,1.463333333,0.38,0.155555556,1.61,1.23,1.463333333,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0.333333333,1.666666667,5,2.222222222,5,0,1.666666667,3.666666667,11,4.888888889,11,0,3.666666667,7.666666667,10,3.555555556,13,3,7.666666667,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,1.666666667,1.666666667,5,2.222222222,5,0,1.666666667,1,3,1.333333333,3,0,1,4.333333333,2,0.888888889,5,3,4.333333333,19.23363985,20.24574713,7.666462324,30.73333333,10.48758621,19.23363985,0,0,0,0,0,0,0.000103,0.00031,0.000138,0.00031,0,0.000103,227,0.260869565,0.043478261,0.217391304,0.47826087,0,0.035456166,0.013695746,30,98.94424491
3435,Ho1Mn6Fe6,3,0.657231057,0.581950367,0.530175289,0.509579906,0.494664675,28.69230769,42,5.893491124,67,25,25.5,51.92307692,22,2.911242604,55,33,53.5,63.81758385,109.992275,15.55580556,164.93032,54.938045,55.3915225,1671.307692,292,140.591716,1811,1519,1665,7.153846154,5,0.781065089,8,3,7.5,4.153846154,2,0.284023669,6,4,4,139.8461538,60,8.023668639,192,132,135.5,1.654615385,0.6,0.161893491,1.83,1.23,1.69,2,0,0,2,2,2,0,0,0,0,0,0,5.076923077,6,0.852071006,6,0,5.5,0.846153846,11,1.562130178,11,0,0,7.923076923,6,0.852071006,13,7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,4.153846154,5,0.781065089,5,0,4.5,0.230769231,3,0.426035503,3,0,0,4.384615385,2,0.568047337,5,3,4.5,12.15683466,20.24574713,2.857922873,30.73333333,10.48758621,10.6087931,0,0,0,0,0,0,0.974295194,2.1106628,1.048954713,2.1106628,0,1.05548646,139,0.252427184,0,0.640776699,0.106796117,0,0.086068815,0.016175072,102,108.8217368
3436,Ho1Mn6In1Sn5,4,0.610557995,0.538461538,0.493816788,0.478056718,0.468500468,39.69230769,42,13.56213018,67,25,25,63.07692308,47,14.85207101,80,33,52,92.53281462,109.992275,34.70286426,164.93032,54.938045,54.938045,1062.780769,1317.25,526.3899408,1747,429.75,1519,9.846153846,11,3.680473373,14,3,7,4.615384615,2,0.568047337,6,4,4,143.3076923,53,7.49112426,192,139,139,1.700769231,0.73,0.211597633,1.96,1.23,1.55,2,0,0,2,2,2,0.846153846,2,0.911242604,2,0,0,6.923076923,10,2.840236686,10,0,5,0.846153846,11,1.562130178,11,0,0,10.61538462,7,3.337278107,14,7,7,0,0,0,0,0,0,1.923076923,5,2.071005917,5,0,0,2.307692308,5,2.485207101,5,0,5,0.230769231,3,0.426035503,3,0,0,4.461538462,2,0.579881657,5,3,5,21.87260389,22.79741379,10.50924709,33.285,10.48758621,10.48758621,0,0,0,0,0,0,0.000143,0.00031,0.000154,0.00031,0,0.00031,191,0.188405797,0.079710145,0.652173913,0.079710145,0,0.124731865,0.026058412,331,55.2599382
3437,Ho1Mn12,2,0.926276506,0.923254951,0.923077665,0.923076927,0.923076923,28.23076923,42,5.964497041,67,25,25,50.53846154,19,2.698224852,52,33,52,63.39898923,109.992275,15.62020473,164.93032,54.938045,54.938045,1536.538462,228,32.37869822,1747,1519,1519,6.692307692,4,0.568047337,7,3,7,4.153846154,2,0.284023669,6,4,4,143.0769231,53,7.526627219,192,139,139,1.525384615,0.32,0.045443787,1.55,1.23,1.55,2,0,0,2,2,2,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.846153846,11,1.562130178,11,0,0,7.461538462,6,0.852071006,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.230769231,3,0.426035503,3,0,0,4.846153846,2,0.284023669,5,3,5,12.04495137,20.24574713,2.875135687,30.73333333,10.48758621,10.48758621,0,0,0,0,0,0,0.000286,0.00031,4.40E-05,0.00031,0,0.00031,139,0.268041237,0,0.618556701,0.113402062,0,0.025275098,0.003589363,5,-0.068580919
3438,Ho1Mo2Co10,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,32.38461538,40,8.284023669,67,27,27,54.84615385,25,4.852071006,58,33,58,72.78325154,105.997125,21.30777929,164.93032,58.933195,58.933195,1939.923077,1149,294.1775148,2896,1747,1768,8.076923077,6,1.420118343,9,3,9,4.307692308,2,0.473372781,6,4,4,135.3846154,66,14.43786982,192,126,126,1.873076923,0.93,0.098934911,2.16,1.23,1.88,1.846153846,1,0.26035503,2,1,2,0,0,0,0,0,0,6.153846154,7,1.301775148,7,0,7,0.846153846,11,1.562130178,11,0,0,8.846153846,7,0.875739645,13,6,9,0.153846154,1,0.26035503,1,0,0,0,0,0,0,0,0,3.076923077,5,0.591715976,5,0,3,0.230769231,3,0.426035503,3,0,0,3.461538462,3,0.781065089,6,3,3,12.65871795,20.48833333,3.713412229,30.73333333,10.245,10.245,0,0,0,0,0,0,1.191131692,1.5484712,0.549753089,1.5484712,0,1.5484712,139,0.208695652,0,0.695652174,0.095652174,0,0.194445968,0.021058643,718,117.708445
3439,Ho1Nb0.65Fe11.35D0.5,4,0.846180801,0.841008921,0.840741765,0.840740746,0.840740741,28.83333333,66,6.825925926,67,1,26,54.35555556,59,3.872098765,92,33,55,63.67882867,163.92238,17.81472588,164.93032,1.00794,55.845,1784.915185,2735.99,136.7952263,2750,14.01,1811,7.225925926,7,1.301591221,8,1,8,4.085185185,5,0.371769547,6,1,4,134.2444444,161,11.4217284,192,31,132,1.788185185,0.97,0.100815638,2.2,1.23,1.83,1.914814815,1,0.155857339,2,1,2,0,0,0,0,0,0,5.237037037,6,1.282908093,6,0,6,0.814814815,11,1.508916324,11,0,0,7.966666667,12,0.801728395,13,1,8,0.085185185,1,0.155857339,1,0,0,0,0,0,0,0,0,3.651851852,6,0.811522634,6,0,4,0.222222222,3,0.411522634,3,0,0,3.959259259,6,0.361316872,7,1,4,12.41802469,24.11833333,3.26823594,30.73333333,6.615,10.73,0.290851852,7.853,0.560159122,7.853,0,0,1.774520206,2.1106628,0.565217547,2.1106628,0,2.1106628,139,0.240353324,0,0.657368666,0.10227801,0,0.209607009,0.015576325,580,90.81242732
3442,Ho1Ni1In1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,48,39,13.33333333,67,28,48,56.33333333,42,15.55555556,75,33,56.33333333,112.8139067,106.23692,36.08033778,164.93032,58.6934,112.8139067,1301.583333,1317.25,581.2222222,1747,429.75,1301.583333,8.666666667,10,3.777777778,13,3,8.666666667,5,2,0.666666667,6,4,5,152.6666667,68,26.22222222,192,124,152.6666667,1.64,0.68,0.273333333,1.91,1.23,1.64,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0.333333333,6,10,4,10,0,6,3.666666667,11,4.888888889,11,0,3.666666667,12,3,1.333333333,13,10,12,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,1.666666667,0.666666667,2,0.888888889,2,0,0.666666667,1,3,1.333333333,3,0,1,3.333333333,3,1.111111111,5,2,3.333333333,21.77111111,20.41333333,7.634074074,30.73333333,10.32,21.77111111,0,0,0,0,0,0,0.1984649,0.5953947,0.264619867,0.5953947,0,0.1984649,189,0.166666667,0.027777778,0.5,0.305555556,0,0.109168515,0.041382394,20,0.005528664
3443,Ho1Ni4Ga1,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,35,39,10.66666667,67,28,28,58.5,41,8.5,74,33,61,78.23782,106.23692,28.8975,164.93032,58.6934,58.6934,1493.651667,1444.09,396.9138889,1747,302.91,1728,9.333333333,10,2.111111111,13,3,10,4.333333333,2,0.555555556,6,4,4,135,70,19,192,122,124,1.78,0.68,0.183333333,1.91,1.23,1.91,2,0,0,2,2,2,0.166666667,1,0.277777778,1,0,0,7,10,2.333333333,10,0,8,1.833333333,11,3.055555556,11,0,0,11,3,1.333333333,13,10,10,0,0,0,0,0,0,0.833333333,5,1.388888889,5,0,0,1.333333333,2,0.888888889,2,0,2,0.5,3,0.833333333,3,0,0,2.666666667,3,0.888888889,5,2,2,15.14513889,20.41333333,6.433518519,30.73333333,10.32,10.32,0,0,0,0,0,0,0.3969298,0.5953947,0.264619867,0.5953947,0,0.5953947,191,0.181818182,0.015151515,0.636363636,0.166666667,0,0.109168515,0.029295681,3.5,20.0886498
3457,Ho1Ti1Fe11D0.9,4,0.80050318,0.791907394,0.791369452,0.791366921,0.791366906,27.04316547,66,5.749184825,67,1,26,54.94964029,59,4.877594327,92,33,55,59.56830691,163.92238,15.16000188,164.93032,1.00794,55.845,1699.396331,1926.99,218.2514673,1941,14.01,1811,6.899280576,7,1.742145852,8,1,8,3.949640288,5,0.381967807,6,1,4,131.7913669,161,13.05211946,192,31,132,1.789928058,0.97,0.11652606,2.2,1.23,1.83,1.935251799,1,0.121111744,2,1,2,0,0,0,0,0,0,4.892086331,6,1.753532426,6,0,6,0.791366906,11,1.468868071,11,0,0,7.618705036,12,1.377775477,13,1,8,0.064748201,1,0.121111744,1,0,0,0,0,0,0,0,0,3.741007194,8,1.022721391,8,0,4,0.215827338,3,0.400600383,3,0,0,4.021582734,7,0.572434139,8,1,4,12.33142686,24.11833333,3.274889153,30.73333333,6.615,10.73,0.508467626,7.853,0.951090523,7.853,0,0,1.670310312,2.1106628,0.696960773,2.1106628,0,2.1106628,139,0.25401322,0,0.642115203,0.103871577,0,0.209607009,0.018777076,562,84.03769948
3461,Ho2Co1Ga3,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,42.33333333,40,16.44444444,67,27,31,57.66666667,41,16.44444444,74,33,74,99.6604725,105.997125,43.51323167,164.93032,58.933195,69.723,1028.455,1465.09,725.545,1768,302.91,302.91,9,10,4,13,3,13,4.666666667,2,0.888888889,6,4,4,146,70,30.66666667,192,122,122,1.628333333,0.65,0.265555556,1.88,1.23,1.81,2,0,2.22E-16,2,2,2,0.5,1,0.5,1,0,1,6.166666667,10,4.111111111,10,0,10,3.666666667,11,4.888888889,11,0,0,12.33333333,4,1.111111111,13,9,13,0,0,0,0,0,0,2.5,5,2.5,5,0,5,0.5,3,0.833333333,3,0,0,1,3,1.333333333,3,0,0,4,2,1,5,3,5,21.38069444,20.48833333,6.235092593,30.73333333,10.245,18.8575,0,0,0,0,0,0,0.258078533,1.5484712,0.430130889,1.5484712,0,0,193,0.162162162,0.040540541,0.5,0.297297297,0,0.100238004,0.038228492,10,0
3462,Ho2Co2Al1,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,40.2,54,21.44,67,13,47,51,40,14.4,73,33,45.5,94.94171372,137.9487814,55.99088502,164.93032,26.9815386,111.9317575,1592.694,834.53,263.6896,1768,933.47,1757.5,7.4,10,3.52,13,3,6,4.6,3,1.12,6,3,5,151.4,71,32.48,192,121,159,1.566,0.65,0.2688,1.88,1.23,1.555,2,0,0,2,2,2,0.2,1,0.32,1,0,0,2.8,7,3.36,7,0,3.5,4.4,11,5.28,11,0,5.5,9.4,10,2.88,13,3,11,0,0,0,0,0,0,1,5,1.6,5,0,0,1.2,3,1.44,3,0,1.5,1.2,3,1.44,3,0,1.5,3.4,2,0.64,5,3,3,19.68733333,20.48833333,8.8368,30.73333333,10.245,20.48916667,0,0,0,0,0,0,0.61938848,1.5484712,0.743266176,1.5484712,0,0.7742356,71,0.212765957,0.021276596,0.29787234,0.468085106,0,0.100238004,0.040638737,28,-2.957118281
3463,Ho2Co2I1,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,48.2,40,16.96,67,27,47,55.6,63,18.08,96,33,45.5,114.9263,105.997125,44.794484,164.93032,58.933195,111.9317575,1483.37,1381.15,438.608,1768,386.85,1757.5,8.2,14,4.16,17,3,6,5,2,0.8,6,4,5,155,66,29.6,192,126,159,1.776,1.43,0.4368,2.66,1.23,1.555,2,0,0,2,2,2,1,5,1.6,5,0,0,4.8,10,3.84,10,0,3.5,4.4,11,5.28,11,0,5.5,12.2,8,2.56,17,9,11,0,0,0,0,0,0,0.2,1,0.32,1,0,0,1.2,3,1.44,3,0,1.5,1.2,3,1.44,3,0,1.5,2.6,2,0.64,3,1,3,24.99433333,32.77,11.79946667,43.015,10.245,20.48916667,0.2124,1.062,0.33984,1.062,0,0,0.61938848,1.5484712,0.743266176,1.5484712,0,0.7742356,194,0.163934426,0.081967213,0.393442623,0.360655738,0,0.400239578,0.118690112,36,0.572082198
3464,Ho2Co3Al9,3,0.692525694,0.652984818,0.643454807,0.642901583,0.64285825,23.71428571,54,13.7755102,67,13,13,64.07142857,40,11.47959184,73,33,73,53.53529089,137.9487814,34.14053865,164.93032,26.9815386,26.9815386,1228.516429,834.53,379.3454082,1768,933.47,933.47,10.71428571,10,2.93877551,13,3,13,3.642857143,3,0.826530612,6,3,3,132.2142857,71,17.08163265,192,121,121,1.613571429,0.65,0.114183673,1.88,1.23,1.61,2,0,0,2,2,2,0.642857143,1,0.459183673,1,0,1,1.5,7,2.357142857,7,0,0,1.571428571,11,2.693877551,11,0,0,5.714285714,10,3.489795918,13,3,3,0,0,0,0,0,0,3.214285714,5,2.295918367,5,0,5,0.642857143,3,1.010204082,3,0,0,0.428571429,3,0.734693878,3,0,0,4.285714286,2,0.918367347,5,3,5,17.18011905,20.48833333,3.872346939,30.73333333,10.245,16.48,0,0,0,0,0,0,0.331815257,1.5484712,0.521423976,1.5484712,0,0,63,0.35,0.1125,0.2625,0.275,0,0.100238004,0.017625072,10,0.003340771
3465,Ho2Co7B3,3,0.656167323,0.602535566,0.585229888,0.583567304,0.583345738,28.16666667,62,12.94444444,67,5,27,57.33333333,39,8.111111111,72,33,58,64.56883375,154.11932,33.45382875,164.93032,10.811,58.933195,1909.5,601,219.25,2348,1747,1768,9,10,2,13,3,9,3.833333333,4,0.916666667,6,2,4,126.5,108,21.83333333,192,84,126,1.811666667,0.81,0.193888889,2.04,1.23,1.88,2,0,0,2,2,2,0.25,1,0.375,1,0,0,4.083333333,7,3.402777778,7,0,7,1.833333333,11,3.055555556,11,0,0,8.166666667,10,2.583333333,13,3,9,0,0,0,0,0,0,1.25,5,1.875,5,0,0,1.75,3,1.458333333,3,0,3,0.5,3,0.833333333,3,0,0,3.5,2,0.75,5,3,3,12.89159722,23.56083333,5.94724537,30.73333333,7.1725,10.245,0.381,1.524,0.5715,1.524,0,0,0.903274867,1.5484712,0.752729056,1.5484712,0,1.5484712,191,0.244897959,0.030612245,0.5,0.224489796,0,0.151279196,0.033958029,329,0.036097755
3467,Ho2Co12Ni5,3,0.692260339,0.647383844,0.633173479,0.631775807,0.631588909,31.47368421,40,7.479224377,67,27,27,56.15789474,28,4.87534626,61,33,58,70.02768316,106.23692,19.97950249,164.93032,58.6934,58.933195,1755.263158,40,16.08864266,1768,1728,1768,8.631578947,7,1.185595568,10,3,9,4.210526316,2,0.376731302,6,4,4,132.4210526,68,12.54293629,192,124,126,1.819473684,0.68,0.124099723,1.91,1.23,1.88,2,0,0,2,2,2,0,0,0,0,0,0,6.526315789,8,1.373961219,8,0,7,1.157894737,11,2.072022161,11,0,0,9.684210526,4,0.864265928,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2.421052632,3,0.731301939,3,0,3,0.315789474,3,0.565096953,3,0,0,2.736842105,1,0.387811634,3,2,3,12.42140351,20.48833333,3.855143121,30.73333333,10.245,10.245,0,0,0,0,0,0,1.134664626,1.5484712,0.52270304,1.5484712,0,1.5484712,194,0.206521739,0,0.673913043,0.119565217,0,0.109168515,0.019450946,720,86.30112558
3469,Ho2Co14Al3,3,0.76088591,0.739961711,0.736917442,0.736844417,0.736842121,29,54,8,67,13,27,57.73684211,40,5.207756233,73,33,58,65.04578873,137.9487814,21.02832237,164.93032,26.9815386,58.933195,1634.021579,834.53,221.2268144,1768,933.47,1768,9,10,1.263157895,13,3,9,4.052631579,3,0.409972299,6,3,4,132.1578947,71,12.59833795,192,121,126,1.768947368,0.65,0.16365651,1.88,1.23,1.88,2,0,0,2,2,2,0.157894737,1,0.265927978,1,0,0,5.157894737,7,2.71468144,7,0,7,1.157894737,11,2.072022161,11,0,0,8.473684211,10,1.728531856,13,3,9,0,0,0,0,0,0,0.789473684,5,1.329639889,5,0,0,2.210526316,3,1.163434903,3,0,3,0.315789474,3,0.565096953,3,0,0,3.315789474,2,0.531855956,5,3,3,13.38614035,20.48833333,4.629048938,30.73333333,10.245,10.245,0,0,0,0,0,0,1.140978779,1.5484712,0.600515147,1.5484712,0,1.5484712,194,0.236024845,0.01863354,0.608695652,0.136645963,0,0.100238004,0.020930294,750,73.25274941
3472,Ho2Fe9Al8,3,0.642450296,0.566805269,0.517441534,0.498938472,0.486572886,24.84210526,54,9.972299169,67,13,26,60.26315789,40,10.72576177,73,33,55,55.17462888,137.9487814,23.74154971,164.93032,26.9815386,55.845,1434.776842,877.53,422.1531302,1811,933.47,1811,9.578947368,10,2.880886427,13,3,8,3.789473684,3,0.664819945,6,3,4,133.6842105,71,12.27700831,192,121,132,1.674210526,0.6,0.147590028,1.83,1.23,1.83,2,0,0,2,2,2,0.421052632,1,0.487534626,1,0,0,2.842105263,6,2.991689751,6,0,6,1.157894737,11,2.072022161,11,0,0,6.421052632,10,2.880886427,13,3,8,0,0,0,0,0,0,2.105263158,5,2.43767313,5,0,0,1.894736842,4,1.994459834,4,0,4,0.315789474,3,0.565096953,3,0,0,4.315789474,2,0.576177285,5,3,4,15.25666667,20.00333333,4.288421053,30.73333333,10.73,10.73,0,0,0,0,0,0,0.999787642,2.1106628,1.052408044,2.1106628,0,2.1106628,166,0.31147541,0.06557377,0.442622951,0.180327869,0,0.086068815,0.016523478,181,57.8882656
3476,Ho2Fe14Si3,3,0.76088591,0.739961711,0.736917442,0.736844417,0.736842121,28.42105263,53,8.121883657,67,14,26,56.31578947,45,6.847645429,78,33,55,62.94458632,136.84482,21.47068078,164.93032,28.0855,55.845,1784.684211,124,38.78116343,1811,1687,1811,8.421052632,11,1.761772853,14,3,8,4.052631579,3,0.409972299,6,3,4,135,81,12,192,111,132,1.777894737,0.67,0.11534626,1.9,1.23,1.83,2,0,0,2,2,2,0.315789474,2,0.531855956,2,0,0,4.421052632,6,2.326869806,6,0,6,1.157894737,11,2.072022161,11,0,0,7.894736842,9,1.229916898,13,4,8,0,0,0,0,0,0,0.631578947,4,1.063711911,4,0,0,2.947368421,4,1.551246537,4,0,4,0.315789474,3,0.565096953,3,0,0,3.894736842,1,0.188365651,4,3,4,14.36877193,20.00333333,5.362400739,30.73333333,10.73,10.73,0.122052632,0.773,0.205562327,0.773,0,0,1.555225221,2.1106628,0.81853959,2.1106628,0,2.1106628,194,0.253333333,0.04,0.56,0.146666667,0,0.10615688,0.017165023,471,95.04318868
3478,Ho2Fe15Ga2C2,4,0.73308592,0.715974838,0.714303773,0.714285944,0.714285715,28.47619048,61,7.818594104,67,6,26,56.80952381,44,7.120181406,77,33,55,63.38109714,152.91962,20.55069061,164.93032,12.0107,55.845,1852.89619,3520.09,375.2578685,3823,302.91,1811,8.571428571,11,1.87755102,14,3,8,4,4,0.380952381,6,2,4,131.4285714,116,12.3537415,192,76,132,1.83952381,1.32,0.135328798,2.55,1.23,1.83,2,0,0,2,2,2,0.285714286,2,0.462585034,2,0,0,5.238095238,10,1.995464853,10,0,6,1.047619048,11,1.89569161,11,0,0,8.571428571,9,1.68707483,13,4,8,0,0,0,0,0,0,0.857142857,5,1.387755102,5,0,0,2.857142857,4,1.632653061,4,0,4,0.285714286,3,0.517006803,3,0,0,4,2,0.19047619,5,3,4,12.92436508,25.09333333,4.522305367,30.73333333,5.64,10.73,0.428190476,4.496,0.774820862,4.496,0,0,1.507616286,2.1106628,0.86149502,2.1106628,0,2.1106628,166,0.233333333,0.033333333,0.611111111,0.122222222,0,0.353123575,0.038451562,625,101.8474168
3480,Ho2Fe16Si1C2,4,0.775181933,0.762957374,0.761914208,0.761904866,0.761904762,27.42857143,61,7.537414966,67,6,26,56.0952381,45,6.068027211,78,33,55,60.7375019,152.91962,19.84625107,164.93032,12.0107,55.845,1990.619048,2136,349.0249433,3823,1687,1811,8.380952381,11,1.605442177,14,3,8,3.952380952,4,0.462585034,6,2,4,131.3809524,116,12.48979592,192,76,132,1.844761905,1.32,0.139591837,2.55,1.23,1.83,2,0,2.22E-16,2,2,2,0.285714286,2,0.489795918,2,0,0,4.571428571,6,2.176870748,6,0,6,1.047619048,11,1.89569161,11,0,0,7.904761905,9,1.115646259,13,4,8,0,0,0,0,0,0,0.571428571,4,0.979591837,4,0,0,3.047619048,4,1.451247166,4,0,4,0.285714286,3,0.517006803,3,0,0,3.904761905,1,0.172335601,4,3,4,12.61269841,25.09333333,4.197006803,30.73333333,5.64,10.73,0.465,4.496,0.797142857,4.496,0,0,1.608124038,2.1106628,0.765773351,2.1106628,0,2.1106628,166,0.253012048,0.036144578,0.578313253,0.13253012,0,0.353123575,0.038497862,596,100.3862092
