compounds,pbe_Eg_indir,hse_Eg_indir,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,structural complexity per atom,structural complexity per cell,max packing efficiency
1480869-AlAuSe2,2.686,0.1115,Al2 Au2 Se4,13,79,66,40,19.5,34,66,89,23,79.25,9.75,89,26.9815386,196.966569,169.9850304,95.4670269,50.74977105,78.96,494,1337.33,843.33,814.7,320.7,494,11,16,5,14,2,16,3,6,3,4.25,0.875,4,120,136,16,124.25,5.875,120,1.61,2.55,0.94,2.3125,0.35125,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,3,25,22,15,6,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,16.48,25.92,9.44,21.255,4.665,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,119.5,105.5,14,1.5,12,0.251613572
1734559-In2HgSe4,0.5,1.4685,Hg1 In2 Se4,34,80,46,44.85714286,12.40816327,34,71,89,18,82.42857143,7.510204082,89,78.96,200.59,121.63,106.5808571,31.56669388,78.96,234.32,494,259.68,438.5457143,63.37632653,494,12,16,4,14.57142857,1.632653061,16,4,6,2,4.571428571,0.653061224,4,120,142,22,128,9.142857143,120,1.78,2.55,0.77,2.251428571,0.34122449,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,10,10,0,10,0,10,0,14,14,2,3.428571429,0,13,26,13,16.57142857,2.693877551,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,24.26,25.92,1.66,25.3482266,0.653455313,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,166,152,71.42857143,65.63265306,14,1.378783493,9.651484454,0.323476317
1733610-GaIrSe3,1.099,2.0133,Ga4 Ir4 Se12,31,77,46,42,14,34,60,89,29,80.2,10.56,89,69.723,192.217,122.494,99.764,36.9812,78.96,302.91,2739,2436.09,904.782,733.6872,494,9,16,7,14,2.4,16,4,6,2,4.4,0.64,4,120,141,21,124.6,6.56,120,1.81,2.55,0.74,2.332,0.2616,2.55,2,2,0,2,0,2,0,4,4,2.6,1.68,4,7,10,3,9.4,0.96,10,0,14,14,2.8,4.48,0,13,23,10,16.8,2.48,16,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,14.21,25.92,11.71,22.1655,4.5054,25.92,0,0.799,0.799,0.4794,0.38352,0.799,0,0,0,0,0,0,14,225,211,66.2,63.52,14,2.321928095,46.4385619,0.312332355
1754170-Na3AuSe2,1.865,0.0439,Au2 Na6 Se4,11,79,68,30,19,11,2,89,87,41.66666667,39.66666667,2,22.98976928,196.966569,173.9767997,70.64264614,47.65287686,22.98976928,370.87,1337.33,966.46,572.99,254.78,370.87,1,16,15,7.666666667,6.666666667,1,3,6,3,3.833333333,0.833333333,3,120,166,46,145.6666667,20.33333333,166,0.93,2.55,1.62,1.738333333,0.808333333,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,5,5,0,0,14,14,2.333333333,3.888888889,0,1,25,24,10,9,1,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,29.24333333,12.54333333,26.045,3.198333333,29.24333333,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156.6666667,95.11111111,229,1.918295834,23.01955001,0.386651986
110070-TlGaSe2,1.149,1.9216,Ga8 Se16 Tl8,31,81,50,45,18,34,74,89,15,82,7,89,69.723,204.3833,134.6603,108.006575,48.1883625,78.96,302.91,577,274.09,466.9775,82.03375,494,13,16,3,14.5,1.5,16,4,6,2,4.5,0.75,4,120,145,25,126.75,9.125,120,1.62,2.55,0.93,2.1325,0.4175,2.55,2,2,0,2,0,2,1,4,3,2.5,1.5,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,27,14,18,4.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,18.8575,26.91,8.0525,24.401875,2.7721875,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,71.5,61.25,14,3.125,100,0.364236488
646916-TaTl3Se4,1.814,0.3774,Se4 Ta1 Tl3,34,81,47,56.5,22.5,34,48,89,41,79,10,89,78.96,204.3833,125.4233,138.7422225,59.7822225,78.96,494,3290,2796,874.625,603.84375,494,5,16,11,13.5,2.5,16,4,6,2,5,1,4,120,170,50,135.625,15.625,120,1.5,2.55,1.05,2.07,0.48,2.55,2,2,0,2,0,2,0,4,4,2.375,1.625,4,3,10,7,9.125,1.53125,10,0,14,14,7,7,0,16,27,11,20.5,4.875,16,0,0,0,0,0,0,0,5,5,2.875,1.59375,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,2,7,5,3.75,1.75,2,18.12,26.91,8.79,25.31625,1.7990625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,108.375,94.375,14,1.405639062,11.2451125,0.355768186
1370217-TlGeSe2,1.136,1.8679,Ge8 Se16 Tl8,32,81,49,45.25,17.875,34,76,89,13,83.25,5.75,89,72.64,204.3833,131.7433,108.735825,47.8237375,78.96,494,1211.4,717.4,694.1,258.65,494,13,16,3,14.75,1.25,16,4,6,2,4.5,0.75,4,120,145,25,126.25,9.375,120,1.62,2.55,0.93,2.1825,0.3675,2.55,2,2,0,2,0,2,1,4,3,2.75,1.25,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,14,27,13,18.25,4.375,16,0,0,0,0,0,0,2,5,3,3.25,1.25,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.25,2,23.005,26.91,3.905,25.43875,1.216875,25.92,0,0.799,0.799,0.49525,0.30375,0.799,0,0,0,0,0,0,14,225,211,111.75,97.75,14,2.75,88,0.32162261
1440759-PtSe2,0.6,1.2111,Pt1 Se2,34,78,44,48.66666667,19.55555556,34,63,89,26,80.33333333,11.55555556,89,78.96,195.084,116.124,117.668,51.61066667,78.96,494,2041.4,1547.4,1009.8,687.7333333,494,10,16,6,14,2.666666667,16,4,6,2,4.666666667,0.888888889,4,120,136,16,125.3333333,7.111111111,120,2.28,2.55,0.27,2.46,0.12,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,9,10,1,9.666666667,0.444444444,10,0,14,14,4.666666667,6.222222222,0,16,24,8,18.66666667,3.555555556,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,2,2,0,2,0,2,15.02,25.92,10.9,22.28666667,4.844444444,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,225,211,84.33333333,93.77777778,14,0.918295834,2.754887502,0.351745163
1750728-SiPb2Se4,0.867,1.4727,Pb4 Se8 Si2,14,82,68,44.85714286,21.2244898,34,78,89,11,85.14285714,4.408163265,89,28.0855,207.2,179.1145,108.3322143,56.49587755,78.96,494,1687,1193,694.8885714,283.4604082,494,14,16,2,15.14285714,0.979591837,16,3,6,3,4.428571429,0.897959184,4,111,146,35,126.1428571,11.34693878,120,1.9,2.55,0.65,2.394285714,0.177959184,2.55,2,2,0,2,0,2,2,4,2,3.142857143,0.979591837,4,0,10,10,8.571428571,2.448979592,10,0,14,14,4,5.714285714,0,4,28,24,17.71428571,5.87755102,16,0,0,0,0,0,0,2,4,2,2.857142857,0.979591837,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.857142857,0.979591837,2,20.44,28.11,7.67,25.76285714,1.520816327,25.92,0,0.799,0.799,0.567,0.324,0.799,0,0,0,0,0,0,14,227,213,104.7142857,103.6734694,14,2.521640636,35.30296891,0.292732396
1770954-Al5TlSe8,1.242,1.9076,Al5 Se8 Tl1,13,81,68,29.85714286,12.04081633,34,73,89,16,82.35714286,7.591836735,89,26.9815386,204.3833,177.4017614,69.35507093,30.26680881,78.96,494,933.47,439.47,656.8821429,197.5627551,494,13,16,3,14.71428571,1.469387755,16,3,6,3,3.785714286,0.56122449,4,120,145,25,122.1428571,3.265306122,120,1.61,2.55,0.94,2.147857143,0.459591837,2.55,2,2,0,2,0,2,1,4,3,2.714285714,1.469387755,4,0,10,10,6.428571429,4.591836735,10,0,14,14,1,1.857142857,0,3,27,24,12.14285714,6.530612245,16,0,0,0,0,0,0,2,5,3,3.285714286,1.469387755,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.285714286,1.469387755,2,16.48,26.91,10.43,22.61928571,4.385204082,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,102.2142857,100.8163265,14,2.950212065,41.30296891,0.401997847
1465612-Na3TaSe4,1.544,0.4737,Na3 Se4 Ta1,11,73,62,30.25,14.4375,34,2,89,87,51.25,37.75,89,22.98976928,180.94788,157.9581107,70.71964848,35.7974094,78.96,370.87,3290,2919.13,797.32625,623.1684375,494,1,16,15,9,7,16,3,6,3,3.875,0.65625,4,120,170,50,143.5,23.5,120,0.93,2.55,1.62,1.81125,0.73875,2.55,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,10,10,5.375,4.625,10,0,14,14,1.75,3.0625,0,1,19,18,10.75,7.3125,16,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,18.12,29.24333333,11.12333333,26.19125,2.2890625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.405639062,11.2451125,0.392975138
1344772-BiSeI,0.791,0.1818,Bi1 I1 Se1,34,83,49,56.66666667,17.55555556,34,86,96,10,90.33333333,3.777777778,86,78.96,208.9804,130.0204,138.2816233,47.13251778,78.96,386.85,544.4,157.55,475.0833333,58.82222222,386.85,15,17,2,16,0.666666667,15,4,6,2,5,0.666666667,4,120,148,28,135.6666667,10.44444444,120,2.02,2.66,0.64,2.41,0.26,2.02,2,2,0,2,0,2,3,5,2,4,0.666666667,3,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,16,29,13,20.66666667,5.555555556,16,0,0,0,0,0,0,1,3,2,2,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.666666667,1,25.92,43.015,17.095,33.96166667,6.035555556,25.92,0,1.062,1.062,0.620333333,0.413555556,0,0,0,0,0,0,0,12,64,52,30,22.66666667,12,1.584962501,4.754887502,0.374455736
1387824-Tl2SiSe3,1.526,0.1604,Se6 Si2 Tl4,14,81,67,46.33333333,23.11111111,34,76,89,13,82.83333333,6.166666667,89,28.0855,204.3833,176.2978,112.2886833,61.39641111,78.96,494,1687,1193,720.5,322.1666667,494,13,16,3,14.66666667,1.333333333,16,3,6,3,4.5,1,4,111,145,34,126.8333333,12.11111111,120,1.62,2.55,0.93,2.131666667,0.418333333,2.55,2,2,0,2,0,2,1,4,3,2.666666667,1.333333333,4,0,10,10,8.333333333,2.777777778,10,0,14,14,4.666666667,6.222222222,0,4,27,23,17.66666667,6.222222222,16,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,20.44,26.91,6.47,25.33666667,1.632222222,25.92,0,0.799,0.799,0.528333333,0.352222222,0.799,0,0,0,0,0,0,14,227,213,109.5,95.5,14,2.584962501,31.01955001,0.315669329
1731503-In5AuSe8,0.014,0.8002,Au1 In5 Se8,34,79,45,42.57142857,9.795918367,34,66,89,23,82.35714286,7.591836735,89,78.96,196.966569,118.006569,100.1954692,24.26910767,78.96,429.75,1337.33,907.58,531.2914286,115.1483673,494,11,16,5,14.57142857,1.632653061,16,4,6,2,4.5,0.571428571,4,120,142,22,129,10.28571429,120,1.78,2.55,0.77,2.274285714,0.353061224,2.55,1,2,1,1.928571429,0.132653061,2,0,4,4,2.642857143,1.551020408,4,10,10,0,10,0,10,0,14,14,1,1.857142857,0,13,25,12,15.57142857,1.836734694,16,0,1,1,0.071428571,0.132653061,0,0,5,5,2.928571429,1.479591837,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,1.428571429,2,16.7,25.92,9.22,24.66857143,1.430204082,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,73.71428571,68.24489796,14,2.093069208,29.30296891,0.318587616
24712-RbAuSe,1.7,0.3067,Au2 Rb2 Se2,34,79,45,50,19.33333333,34,4,89,85,53,32.66666667,4,78.96,196.966569,118.006569,120.4647897,51.00118622,78.96,312.46,1337.33,1024.87,714.5966667,415.1555556,312.46,1,16,15,9.333333333,5.555555556,1,4,6,2,5,0.666666667,4,120,220,100,158.6666667,40.88888889,120,0.82,2.55,1.73,1.97,0.766666667,0.82,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,25,24,14,8.666666667,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,90.7225,74.0225,44.4475,30.85,16.7,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,1.584962501,9.509775004,0.36288912
1756514-Ga2HgSe4,0.53,1.4722,Ga2 Hg1 Se4,31,80,49,39.71428571,11.51020408,34,71,89,18,82.14285714,7.836734694,89,69.723,200.59,130.867,93.69657143,30.54097959,78.96,234.32,494,259.68,402.3057143,104.7934694,494,12,16,4,14.57142857,1.632653061,16,4,6,2,4.285714286,0.489795918,4,120,132,12,122.2857143,2.775510204,120,1.81,2.55,0.74,2.26,0.331428571,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,10,10,0,10,0,10,0,14,14,2,3.428571429,0,13,26,13,16.57142857,2.693877551,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,18.8575,25.92,7.0625,23.80465517,2.826945813,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,166,152,50,41.14285714,14,1.378783493,9.651484454,0.308618712
1777508-RbIrSe2,1.073,0.497,Ir1 Rb1 Se2,34,77,43,45.5,15.75,34,4,89,85,60.5,28.5,89,78.96,192.217,113.257,108.9012,41.6579,78.96,312.46,2739,2426.54,1009.865,864.5675,494,1,16,15,10.5,5.5,16,4,6,2,4.75,0.75,4,120,220,100,150.25,34.875,120,0.82,2.55,1.73,2.03,0.605,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,6.75,3.375,10,0,14,14,3.5,5.25,0,1,23,22,14,6.5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,2,14.21,90.7225,76.5125,39.193125,25.7646875,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.5,106.5,14,1.5,6,0.471155548
1440300-PtSe2,0.774,1.2606,Pt4 Se8,34,78,44,48.66666667,19.55555556,34,63,89,26,80.33333333,11.55555556,89,78.96,195.084,116.124,117.668,51.61066667,78.96,494,2041.4,1547.4,1009.8,687.7333333,494,10,16,6,14,2.666666667,16,4,6,2,4.666666667,0.888888889,4,120,136,16,125.3333333,7.111111111,120,2.28,2.55,0.27,2.46,0.12,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,9,10,1,9.666666667,0.444444444,10,0,14,14,4.666666667,6.222222222,0,16,24,8,18.66666667,3.555555556,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,2,2,0,2,0,2,15.02,25.92,10.9,22.28666667,4.844444444,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,225,211,84.33333333,93.77777778,14,0.918295834,11.01955001,0.335092363
1751946-LiTlSe2,0.733,1.6869,Li4 Se8 Tl4,3,81,78,38,21.5,34,1,89,88,63.75,31.375,89,6.941,204.3833,197.4423,92.311075,56.0361125,78.96,453.69,577,123.31,504.6725,36.16375,494,1,16,15,11.5,5.25,16,2,6,4,4,1,4,120,145,25,128.25,8.375,120,0.98,2.55,1.57,1.925,0.625,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,27,26,15,7,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,16.59333333,26.91,10.31666667,23.83583333,3.62125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,2,32,0.326414038
7265-Rb2PtSe2,0.954,2.9358,Pt1 Rb2 Se2,34,78,44,44,13.6,34,4,89,85,49.8,36.64,4,78.96,195.084,116.124,104.78792,36.118432,78.96,312.46,2041.4,1728.94,730.864,524.2144,312.46,1,16,15,8.8,6.24,1,4,6,2,4.8,0.64,4,120,220,100,163.2,45.44,120,0.82,2.55,1.73,1.804,0.7872,0.82,1,2,1,1.4,0.48,1,0,4,4,1.6,1.92,0,0,10,10,5.8,4.64,0,0,14,14,2.8,4.48,0,1,24,23,11.6,8.48,1,0,1,1,0.6,0.48,0,0,2,2,0.8,0.96,0,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,2,1,1.6,0.48,1,15.02,90.7225,75.7025,49.661,32.8492,25.92,0,0.799,0.799,0.3196,0.38352,0,0,0,0,0,0,0,14,229,215,142.2,102.56,14,1.521928095,7.609640474,0.467271394
28115-Tl3AsSe4,0.73,1.4285,As4 Se16 Tl12,33,81,48,51.5,22.125,34,76,89,13,83.5,5.625,89,74.9216,204.3833,129.4617,125.4889375,59.17077188,78.96,494,1090,596,599.625,122.59375,494,13,16,3,14.75,1.3125,16,4,6,2,4.75,0.9375,4,119,145,26,129.25,11.8125,120,1.62,2.55,0.93,2.155,0.40125,2.55,2,2,0,2,0,2,1,4,3,2.75,1.3125,4,10,10,0,10,0,10,0,14,14,5.25,6.5625,0,15,27,12,20,5.25,16,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,22.175,26.91,4.735,25.823125,0.91203125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,100.5,86.5,14,2.5,80,0.332080911
1283504-CdIr2Se4,0.68,1.2904,Cd2 Ir4 Se8,34,77,43,48.28571429,16.40816327,34,60,89,29,78,12.57142857,89,78.96,192.217,113.257,116.0978571,43.49665306,78.96,494,2739,2245,1149.745714,908.1453061,494,9,16,7,13.42857143,2.93877551,16,4,6,2,4.714285714,0.816326531,4,120,144,24,129.4285714,10.7755102,120,1.69,2.55,0.86,2.327142857,0.254693878,2.55,2,2,0,2,0,2,0,4,4,2.285714286,1.959183673,4,7,10,3,9.142857143,1.224489796,10,0,14,14,4,5.714285714,0,12,23,11,17.42857143,3.183673469,16,0,0,0,0,0,0,0,2,2,1.142857143,0.979591837,2,0,3,3,0.857142857,1.224489796,0,0,0,0,0,0,0,0,3,3,2,0.571428571,2,14.21,25.92,11.71,21.65642857,4.872653061,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,100,98.28571429,14,1.378783493,19.30296891,0.381645509
11648-AuSeCl7,1.769,4.5898,Au4 Cl28 Se4,17,79,62,25.77777778,13.65432099,17,66,94,28,90.33333333,5.703703704,94,35.453,196.966569,161.513569,58.23306322,35.4356539,35.453,171.6,1337.33,1165.73,336.9477778,257.2076543,171.6,11,17,6,16.22222222,1.209876543,17,3,6,3,3.444444444,0.691358025,3,102,136,34,107.7777778,8.987654321,102,2.54,3.16,0.62,3.023333333,0.212592593,3.16,1,2,1,1.888888889,0.197530864,2,0,5,5,4.333333333,1.037037037,5,0,10,10,2.222222222,3.456790123,0,0,14,14,1.555555556,2.765432099,0,7,25,18,10,4.666666667,7,0,1,1,0.111111111,0.197530864,0,0,2,2,1,0.222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.111111111,0.197530864,1,16.7,25.92,9.22,23.78916667,1.57537037,24.4975,0,2.493,2.493,2.027777778,0.723679012,2.493,0,0,0,0,0,0,14,225,211,76.33333333,33.03703704,64,3.169925001,114.1173001,0.186497578
12286-K3AuSe13,0.731,1.7478,Au2 K6 Se26,19,79,60,34,5.294117647,34,3,89,86,72.47058824,25.28027682,89,39.0983,196.966569,157.868269,78.86714524,14.03606302,78.96,336.53,1337.33,1000.8,515.8188235,96.6483737,494,1,16,15,13.05882353,4.498269896,16,4,6,2,4.117647059,0.221453287,4,120,203,83,135.5882353,23.84083045,120,0.82,2.55,1.73,2.244117647,0.502629758,2.55,1,2,1,1.764705882,0.359861592,2,0,4,4,3.058823529,1.439446367,4,0,10,10,8.235294118,2.906574394,10,0,14,14,0.823529412,1.55017301,0,1,25,24,13.88235294,4.546712803,16,0,1,1,0.235294118,0.359861592,0,0,2,2,1.529411765,0.719723183,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.764705882,0.359861592,2,16.7,73.10666667,56.40666667,33.70470588,13.90657439,25.92,0,0.799,0.799,0.611,0.287529412,0.799,0,0,0,0,0,0,14,229,215,64.35294118,77.01038062,14,3.263933429,110.9737366,0.297099902
1736110-In2HgSe4,0.399,1.315,Hg1 In2 Se4,34,80,46,44.85714286,12.40816327,34,71,89,18,82.42857143,7.510204082,89,78.96,200.59,121.63,106.5808571,31.56669388,78.96,234.32,494,259.68,438.5457143,63.37632653,494,12,16,4,14.57142857,1.632653061,16,4,6,2,4.571428571,0.653061224,4,120,142,22,128,9.142857143,120,1.78,2.55,0.77,2.251428571,0.34122449,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,10,10,0,10,0,10,0,14,14,2,3.428571429,0,13,26,13,16.57142857,2.693877551,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,24.26,25.92,1.66,25.3482266,0.653455313,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,166,152,71.42857143,65.63265306,14,1.378783493,9.651484454,0.32600258
1250513-Y2PbSe4,1.438,0.3092,Pb2 Se8 Y4,34,82,48,42.28571429,11.34693878,34,12,89,77,65.85714286,30.7755102,89,78.96,207.2,128.24,100.1216714,30.59380816,78.96,494,1799,1305,882.0871429,523.9502041,494,3,16,13,12,5.142857143,16,4,6,2,4.571428571,0.653061224,4,120,190,70,143.7142857,27.10204082,120,1.22,2.55,1.33,2.138571429,0.524897959,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,1,10,9,7.428571429,3.673469388,10,0,14,14,2,3.428571429,0,3,28,25,14,6.285714286,16,0,0,0,0,0,0,0,4,4,1.714285714,0.979591837,2,0,9,9,2.571428571,3.673469388,0,0,0,0,0,0,0,2,9,7,4.285714286,2.693877551,2,25.92,32.365,6.445,28.07428571,2.462040816,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,95.57142857,93.2244898,14,1.378783493,19.30296891,0.393246286
