compounds,pbe_Eg_indir,hse_Eg_indir,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,structural complexity per atom,structural complexity per cell,max packing efficiency
1377417-KIrSe2,1.104,0.3851,Ir1 K1 Se2,19,77,58,41,18,34,3,89,86,60.25,28.75,89,39.0983,192.217,153.1187,97.308825,47.4540875,78.96,336.53,2739,2402.47,1015.8825,861.55875,494,1,16,15,10.5,5.5,16,4,6,2,4.5,0.75,4,120,203,83,146,28.5,120,0.82,2.55,1.73,2.03,0.605,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,6.75,3.375,10,0,14,14,3.5,5.25,0,1,23,22,14,6.5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,2,14.21,73.10666667,58.89666667,34.78916667,19.15875,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.5,106.5,14,1.5,6,0.471675737
1760037-SiPbSe3,1.611,2.3865,Pb4 Se12 Si4,14,82,68,39.6,16.96,34,78,89,11,85.2,4.56,89,28.0855,207.2,179.1145,94.4331,45.10676,78.96,494,1687,1193,753.922,373.2312,494,14,16,2,15.2,0.96,16,3,6,3,4.2,0.72,4,111,146,35,123.4,9.04,120,1.9,2.55,0.65,2.376,0.2088,2.55,2,2,0,2,0,2,2,4,2,3.2,0.96,4,0,10,10,8,3.2,10,0,14,14,2.8,4.48,0,4,28,24,16,4.8,16,0,0,0,0,0,0,2,4,2,2.8,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.8,0.96,2,20.44,28.11,7.67,25.262,1.9288,25.92,0,0.799,0.799,0.634,0.2536,0.799,0,0,0,0,0,0,14,227,213,98.8,101.76,14,2.321928095,46.4385619,0.256127183
1761411-Tl2SeCl6,2.62,4.1653,Cl12 Se2 Tl4,17,81,64,33.11111111,21.48148148,17,76,94,18,89.44444444,6.074074074,94,35.453,204.3833,168.9303,77.82717778,56.4989037,35.453,171.6,577,405.4,297.5111111,167.8814815,171.6,13,17,4,16,1.333333333,17,3,6,3,3.777777778,1.037037037,3,102,145,43,113.5555556,15.40740741,102,1.62,3.16,1.54,2.75,0.546666667,3.16,2,2,0,2,0,2,1,5,4,4,1.333333333,5,0,10,10,3.333333333,4.444444444,0,0,14,14,3.111111111,4.839506173,0,7,27,20,12.44444444,7.259259259,7,0,0,0,0,0,0,1,5,4,2,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.333333333,1,24.4975,26.91,2.4125,25.19166667,0.925555556,24.4975,0,2.493,2.493,1.750777778,0.98962963,2.493,0,0,0,0,0,0,14,194,180,87.33333333,47.40740741,64,2.281036113,41.05865003,0.342100113
1706496-GePbSe3,1.029,1.7338,Ge4 Pb4 Se12,32,82,50,43.2,15.52,34,79,89,10,85.4,4.32,89,72.64,207.2,134.56,103.344,41.5424,78.96,494,1211.4,717.4,658.802,221.0392,494,14,16,2,15.2,0.96,16,4,6,2,4.4,0.64,4,120,146,26,125.2,8.32,120,2.01,2.55,0.54,2.398,0.1824,2.55,2,2,0,2,0,2,2,4,2,3.2,0.96,4,10,10,0,10,0,10,0,14,14,2.8,4.48,0,14,28,14,18,4,16,0,0,0,0,0,0,2,4,2,2.8,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.8,0.96,2,23.005,28.11,5.105,25.775,1.108,25.92,0,0.799,0.799,0.556,0.2916,0.799,0,0,0,0,0,0,14,225,211,98.4,101.28,14,2.321928095,46.4385619,0.269163532
1443624-RbAuSe2,0.98,1.9414,Au2 Rb2 Se4,34,79,45,46,16.5,34,4,89,85,62,29,89,78.96,196.966569,118.006569,110.0885923,43.43898838,78.96,312.46,1337.33,1024.87,659.4475,338.94125,494,1,16,15,11,5,16,4,6,2,4.75,0.75,4,120,220,100,149,35.5,120,0.82,2.55,1.73,2.115,0.6475,2.55,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,25,24,14.5,6.75,16,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,2,16.7,90.7225,74.0225,39.815625,25.4534375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.5,106.5,14,1.5,12,0.402580023
3019-Tl3AsSe3,0.725,0.0097,As1 Se3 Tl3,33,81,48,54,23.14285714,34,76,89,13,82.71428571,5.755102041,76,74.9216,204.3833,129.4617,132.1359286,61.92631837,78.96,494,1090,596,614.7142857,135.7959184,494,13,16,3,14.57142857,1.346938776,13,4,6,2,4.857142857,0.979591837,4,119,145,26,130.5714286,12.36734694,120,1.62,2.55,0.93,2.098571429,0.410204082,1.62,2,2,0,2,0,2,1,4,3,2.571428571,1.346938776,1,10,10,0,10,0,10,0,14,14,6,6.857142857,0,15,27,12,20.57142857,5.510204082,16,0,0,0,0,0,0,2,5,3,3.428571429,1.346938776,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.428571429,1.346938776,2,22.175,26.91,4.735,25.80928571,1.038367347,25.92,0,0.799,0.799,0.342428571,0.391346939,0,0,0,0,0,0,0,14,194,180,112.8571429,84.73469388,14,1.448815636,10.14170945,0.375619336
16973-TlGaSe2,1.093,1.5148,Ga2 Se4 Tl2,31,81,50,45,18,34,74,89,15,82,7,89,69.723,204.3833,134.6603,108.006575,48.1883625,78.96,302.91,577,274.09,466.9775,82.03375,494,13,16,3,14.5,1.5,16,4,6,2,4.5,0.75,4,120,145,25,126.75,9.125,120,1.62,2.55,0.93,2.1325,0.4175,2.55,2,2,0,2,0,2,1,4,3,2.5,1.5,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,27,14,18,4.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,18.8575,26.91,8.0525,24.401875,2.7721875,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,71.5,61.25,14,1.5,12,0.381073534
1384914-TlPSe3,0.614,1.6346,P2 Se6 Tl2,15,81,66,39.6,16.56,34,76,89,13,85.2,4.56,89,30.973762,204.3833,173.409538,94.4474124,43.97435504,78.96,317.3,577,259.7,475.26,63.184,494,13,16,3,15.2,0.96,16,3,6,3,4.2,0.72,4,107,145,38,122.4,9.04,120,1.62,2.55,0.93,2.292,0.3096,2.55,2,2,0,2,0,2,1,4,3,3.2,0.96,4,0,10,10,8,3.2,10,0,14,14,2.8,4.48,0,5,27,22,16,4.4,16,0,0,0,0,0,0,2,5,3,2.8,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,22.5702381,26.91,4.339761905,25.44804762,1.15112381,25.92,0,1.625,1.625,0.8044,0.32824,0.799,0,0,0,0,0,0,2,194,192,47.6,58.56,14,1.921928095,19.21928095,0.299869244
1544979-CaPbSe2,0.197,1.205,Ca1 Pb1 Se2,20,82,62,42.5,19.75,34,7,89,82,66.5,29.75,89,40.078,207.2,167.122,101.2995,52.95025,78.96,494,1115,621,675.9025,219.54875,494,2,16,14,12,5,16,4,6,2,4.5,0.75,4,120,176,56,140.5,20.5,120,1,2.55,1.55,2.1075,0.55375,2.55,2,2,0,2,0,2,0,4,4,2.5,1.5,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,2,28,26,15.5,6.75,16,0,0,0,0,0,0,0,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,2,25.92,37.77,11.85,29.43,4.17,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,119.5,105.5,14,2,8,0.523289026
1387985-BiSeBr,0.79,0.1882,Bi2 Br2 Se2,34,83,49,50.66666667,21.55555556,34,86,95,9,90,3.333333333,86,78.96,208.9804,130.0204,122.6148,57.57706667,78.96,265.8,544.4,278.6,434.7333333,112.6222222,265.8,15,17,2,16,0.666666667,15,4,6,2,4.666666667,0.888888889,4,120,148,28,129.3333333,12.44444444,120,2.02,2.96,0.94,2.51,0.326666667,2.02,2,2,0,2,0,2,3,5,2,4,0.666666667,3,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,16,29,13,20.66666667,5.555555556,16,0,0,0,0,0,0,1,3,2,2,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.666666667,1,25.92,32.95,7.03,29.45,2.353333333,25.92,0,1.457,1.457,0.752,0.501333333,0,0,0,0,0,0,0,12,64,52,30,22.66666667,12,1.584962501,9.509775004,0.388852461
5327-Hg3Se2Cl2,1.74,3.1309,Cl4 Hg6 Se4,17,80,63,48.85714286,26.69387755,80,71,94,23,82.71428571,10.04081633,71,35.453,200.59,165.137,118.6565714,70.22865306,200.59,171.6,494,322.4,290.5942857,116.2318367,234.32,12,17,5,14.57142857,2.204081633,12,3,6,3,4.571428571,1.224489796,6,102,132,30,120,10.28571429,132,2,3.16,1.16,2.488571429,0.41877551,2,2,2,0,2,0,2,0,5,5,2.571428571,2.204081633,0,0,10,10,7.142857143,4.081632653,10,0,14,14,6,6.857142857,14,7,26,19,17.71428571,7.102040816,26,0,0,0,0,0,0,0,2,2,0.857142857,0.734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.857142857,0.734693878,0,24.4975,25.92,1.4225,25.22110837,0.4134905,25.23758621,0,2.493,2.493,0.940571429,0.887102041,0,0,0,0,0,0,0,14,166,152,93.42857143,62.20408163,166,1.556656707,21.7931939,0.351073639
1731427-NaIrSe2,0.991,0.4258,Ir1 Na1 Se2,11,77,66,39,19,34,2,89,87,60,29,89,22.98976928,192.217,169.2272307,93.28169232,49.46765384,78.96,370.87,2739,2368.13,1024.4675,857.26625,494,1,16,15,10.5,5.5,16,3,6,3,4.25,0.875,4,120,166,46,136.75,16.75,120,0.93,2.55,1.62,2.0575,0.56375,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,6.75,3.375,10,0,14,14,3.5,5.25,0,1,23,22,14,6.5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,2,14.21,29.24333333,15.03333333,23.82333333,4.806666667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.5,106.5,14,1.5,6,0.477964168
11078-K2WSe4,1.162,2.4861,K8 Se16 W4,19,74,55,35.42857143,11.02040816,34,3,89,86,59,34.28571429,89,39.0983,183.84,144.7417,82.5538,28.93891429,78.96,336.53,3695,3358.47,906.2942857,796.7730612,494,1,16,15,10.28571429,6.530612245,16,4,6,2,4.285714286,0.489795918,4,120,203,83,149.7142857,33.95918367,120,0.82,2.55,1.73,2.028571429,0.690612245,2.55,1,2,1,1.714285714,0.408163265,2,0,4,4,2.285714286,1.959183673,4,0,10,10,6.285714286,4.244897959,10,0,14,14,2,3.428571429,0,1,20,19,12.28571429,6.448979592,16,0,1,1,0.285714286,0.408163265,0,0,2,2,1.142857143,0.979591837,2,0,6,6,0.857142857,1.469387755,0,0,0,0,0,0,0,1,6,5,2.285714286,1.06122449,2,16.05,73.10666667,57.05666667,37.99190476,20.06557823,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,229,215,106.1428571,105.3061224,14,2.521640636,70.60593782,0.329085474
1739736-Tl2Sn2Se5,0.832,1.3994,Se10 Sn4 Tl4,34,81,47,48,15.55555556,34,76,89,13,84.11111111,5.432098765,89,78.96,204.3833,125.4233,115.6651778,40.78353086,78.96,494,577,83,514.9066667,27.59703704,494,13,16,3,14.88888889,1.234567901,16,4,6,2,4.666666667,0.740740741,4,120,145,25,129.7777778,10.86419753,120,1.62,2.55,0.93,2.212222222,0.375308642,2.55,2,2,0,2,0,2,1,4,3,2.888888889,1.234567901,4,10,10,0,10,0,10,0,14,14,3.111111111,4.839506173,0,14,27,13,18,4,16,0,0,0,0,0,0,2,5,3,3.111111111,1.234567901,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.111111111,1.234567901,2,25.92,33.285,7.365,27.77666667,2.448148148,25.92,0,0.799,0.799,0.443888889,0.394567901,0.799,0,0,0,0,0,0,14,194,180,82.22222222,75.80246914,14,2.281036113,41.05865003,0.362133307
1442245-WSe2,1.132,0.4876,Se8 W4,34,74,40,47.33333333,17.77777778,34,51,89,38,76.33333333,16.88888889,89,78.96,183.84,104.88,113.92,46.61333333,78.96,494,3695,3201,1561,1422.666667,494,6,16,10,12.66666667,4.444444444,16,4,6,2,4.666666667,0.888888889,4,120,162,42,134,18.66666667,120,2.36,2.55,0.19,2.486666667,0.084444444,2.55,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,4,10,6,8,2.666666667,10,0,14,14,4.666666667,6.222222222,0,16,20,4,17.33333333,1.777777778,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,6,6,2,2.666666667,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,16.05,25.92,9.87,22.63,4.386666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,2.751629167,33.01955001,0.369660768
26108-TaTlSe3,0.263,0.7654,Se12 Ta4 Tl4,34,81,47,51.2,20.64,34,48,89,41,78.2,12.96,89,78.96,204.3833,125.4233,124.442236,54.5786832,78.96,494,3290,2796,1069.8,888.08,494,5,16,11,13.2,3.36,16,4,6,2,4.8,0.96,4,120,170,50,135,18,120,1.5,2.55,1.05,2.154,0.4752,2.55,2,2,0,2,0,2,0,4,4,2.6,1.68,4,3,10,7,8.6,2.24,10,0,14,14,5.6,6.72,0,16,27,11,18.8,3.36,16,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,18.12,26.91,8.79,24.558,2.5752,25.92,0,0.799,0.799,0.4794,0.38352,0.799,0,0,0,0,0,0,14,229,215,93,94.8,14,2.321928095,46.4385619,0.371782952
1744055-Tl2GeSe3,1.011,0.1103,Ge2 Se6 Tl4,32,81,49,49.33333333,21.11111111,34,76,89,13,83,6,89,72.64,204.3833,131.7433,119.7144333,56.44591111,78.96,494,1211.4,717.4,641.2333333,190.0555556,494,13,16,3,14.66666667,1.333333333,16,4,6,2,4.666666667,0.888888889,4,120,145,25,128.3333333,11.11111111,120,1.62,2.55,0.93,2.15,0.4,2.55,2,2,0,2,0,2,1,4,3,2.666666667,1.333333333,4,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,14,27,13,19.33333333,5.111111111,16,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,23.005,26.91,3.905,25.76416667,0.919722222,25.92,0,0.799,0.799,0.463333333,0.335666667,0.799,0,0,0,0,0,0,14,225,211,109.1666667,95.16666667,14,2.584962501,31.01955001,0.330385672
1772996-TlInSe2,1.417,0.3271,In4 Se8 Tl4,34,81,47,49.5,15.75,34,75,89,14,82.25,6.75,89,78.96,204.3833,125.4233,119.280325,42.5514875,78.96,429.75,577,147.25,498.6875,39.15625,494,13,16,3,14.5,1.5,16,4,6,2,4.75,0.75,4,120,145,25,131.75,11.75,120,1.62,2.55,0.93,2.125,0.425,2.55,2,2,0,2,0,2,1,4,3,2.5,1.5,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,27,14,18,4.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,24.26,26.91,2.65,25.7525,0.74625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,90.25,76.25,14,2,32,0.341591763
1753957-NaTlSe,0.657,1.1924,Na4 Se4 Tl4,11,81,70,42,26,11,2,89,87,55.66666667,35.77777778,2,22.98976928,204.3833,181.3935307,102.1110231,68.18151794,22.98976928,370.87,577,206.13,480.6233333,73.16888889,370.87,1,16,15,10,6,1,3,6,3,4.333333333,1.111111111,3,120,166,46,143.6666667,15.77777778,120,0.93,2.55,1.62,1.7,0.566666667,0.93,1,2,1,1.666666667,0.444444444,1,0,4,4,1.666666667,1.555555556,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,27,26,14.66666667,9.111111111,1,0,1,1,0.333333333,0.444444444,0,0,5,5,2.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,25.92,29.24333333,3.323333333,27.35777778,1.257037037,25.92,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,145.6666667,87.77777778,14,1.584962501,19.01955001,0.512319191
1297166-KBiSe2,0.764,0.3089,Bi1 K1 Se2,19,83,64,42.5,20.25,34,3,89,86,66.75,31.875,89,39.0983,208.9804,169.8821,101.499675,53.7403625,78.96,336.53,544.4,207.87,467.2325,65.35125,494,1,16,15,12,5.5,16,4,6,2,4.5,0.75,4,120,203,83,147.75,27.75,120,0.82,2.55,1.73,1.985,0.5825,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,29,28,15.5,7.25,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,25.92,73.10666667,47.18666667,39.47416667,16.81625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,67.25,80.875,14,1.5,6,0.49183932
1368028-PAuSe4,0.985,2.3153,Au2 P2 Se8,15,79,64,38.33333333,13.55555556,34,66,89,23,84.16666667,6.444444444,89,30.973762,196.966569,165.992807,90.63005517,35.44550461,78.96,317.3,1337.33,1020.03,605.105,244.075,494,11,16,5,15,1.333333333,16,3,6,3,4.166666667,0.611111111,4,107,136,29,120.5,5.166666667,120,2.19,2.55,0.36,2.488333333,0.099444444,2.55,1,2,1,1.833333333,0.277777778,2,0,4,4,3.166666667,1.111111111,4,0,10,10,8.333333333,2.777777778,10,0,14,14,2.333333333,3.888888889,0,5,25,20,15.66666667,3.555555556,16,0,1,1,0.166666667,0.277777778,0,0,3,3,1.833333333,0.611111111,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.333333333,2,16.7,25.92,9.22,23.82503968,2.793280423,25.92,0,1.625,1.625,0.8035,0.273833333,0.799,0,0,0,0,0,0,2,225,223,47.16666667,59.27777778,14,2.751629167,33.01955001,0.178359012
1278426-Tl2SeCl6,2.532,3.9135,Cl6 Se1 Tl2,17,81,64,33.11111111,21.48148148,17,76,94,18,89.44444444,6.074074074,94,35.453,204.3833,168.9303,77.82717778,56.4989037,35.453,171.6,577,405.4,297.5111111,167.8814815,171.6,13,17,4,16,1.333333333,17,3,6,3,3.777777778,1.037037037,3,102,145,43,113.5555556,15.40740741,102,1.62,3.16,1.54,2.75,0.546666667,3.16,2,2,0,2,0,2,1,5,4,4,1.333333333,5,0,10,10,3.333333333,4.444444444,0,0,14,14,3.111111111,4.839506173,0,7,27,20,12.44444444,7.259259259,7,0,0,0,0,0,0,1,5,4,2,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.333333333,1,24.4975,26.91,2.4125,25.19166667,0.925555556,24.4975,0,2.493,2.493,1.750777778,0.98962963,2.493,0,0,0,0,0,0,14,194,180,87.33333333,47.40740741,64,1.224394445,11.01955001,0.386263849
1776043-Tl4SnSe4,0.926,0.3096,Se8 Sn2 Tl8,34,81,47,56.66666667,21.62962963,34,76,89,13,82.22222222,6.024691358,76,78.96,204.3833,125.4233,139.1203556,58.01150617,78.96,494,577,83,532.12,39.89333333,494,13,16,3,14.44444444,1.382716049,13,4,6,2,5,0.888888889,4,120,145,25,133.2222222,11.75308642,120,1.62,2.55,0.93,2.071111111,0.425679012,1.62,2,2,0,2,0,2,1,4,3,2.444444444,1.382716049,1,10,10,0,10,0,10,0,14,14,6.222222222,6.913580247,0,14,27,13,20.66666667,5.62962963,16,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,25.92,33.285,7.365,27.17833333,1.357037037,25.92,0,0.799,0.799,0.355111111,0.394567901,0,0,0,0,0,0,0,14,194,180,108.1111111,83.65432099,14,1.392147224,25.05865003,0.351779558
1777666-CsTlSe,0.991,0.3943,Cs2 Se2 Tl2,34,81,47,56.66666667,16.22222222,34,5,89,84,56.66666667,34.44444444,5,78.96,204.3833,125.4233,138.749584,43.75581069,78.96,301.59,577,275.41,457.53,103.96,301.59,1,16,15,10,6,1,4,6,2,5.333333333,0.888888889,4,120,244,124,169.6666667,49.55555556,120,0.79,2.55,1.76,1.653333333,0.597777778,0.79,1,2,1,1.666666667,0.444444444,1,0,4,4,1.666666667,1.555555556,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,27,26,14.66666667,9.111111111,1,0,1,1,0.333333333,0.444444444,0,0,5,5,2.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,25.92,115.765,89.845,56.19833333,39.71111111,25.92,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,145.6666667,87.77777778,14,1.584962501,9.509775004,0.528179778
1769709-LiTlSe,0.893,0.2166,Li4 Se4 Tl4,3,81,78,39.33333333,27.77777778,3,1,89,88,55.33333333,36.22222222,1,6.941,204.3833,197.4423,96.76143333,71.74791111,6.941,453.69,577,123.31,508.23,45.84666667,453.69,1,16,15,10,6,1,2,6,4,4,1.333333333,2,120,145,25,131,9.333333333,120,0.98,2.55,1.57,1.716666667,0.555555556,0.98,1,2,1,1.666666667,0.444444444,1,0,4,4,1.666666667,1.555555556,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,27,26,14.66666667,9.111111111,1,0,1,1,0.333333333,0.444444444,0,0,5,5,2.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,16.59333333,26.91,10.31666667,23.14111111,4.365185185,16.59333333,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,145.6666667,87.77777778,14,1.584962501,19.01955001,0.520519047
1732322-TaAu3Se4,0.327,0.6192,Au3 Se4 Ta1,34,79,45,55.75,21.75,34,48,89,41,75.25,13.75,89,78.96,196.966569,118.006569,135.9609484,57.00094838,78.96,494,3290,2796,1159.74875,665.74875,494,5,16,11,12.75,3.25,16,4,6,2,5,1,4,120,170,50,132.25,12.25,120,1.5,2.55,1.05,2.415,0.22875,2.55,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,3,10,7,9.125,1.53125,10,0,14,14,7,7,0,16,25,9,19.75,3.9375,16,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,16.7,25.92,9.22,21.4875,4.4325,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120,106,14,1.405639062,11.2451125,0.301980618
